Date,KOSPI_Close,KOSPI_Open,KOSPI_High,KOSPI_Low,SP500,USD_KRW,US_10Y_Bond,VIX,KOSPI_Volume
2005-02-14,964.7899780273438,957.219970703125,967.7999877929688,954.3599853515625,1206.1400146484375,1024.9000244140625,4.072999954223633,11.520000457763672,537100.0
2005-02-15,968.8800048828125,965.739990234375,968.8800048828125,961.0700073242188,1210.1199951171875,1023.7000122070312,4.0980000495910645,11.270000457763672,547900.0
2005-02-16,971.5599975585938,973.6099853515625,979.0,965.5800170898438,1210.3399658203125,1028.300048828125,4.1579999923706055,11.100000381469727,557300.0
2005-02-17,972.5599975585938,972.9000244140625,974.77001953125,968.530029296875,1200.75,1025.800048828125,4.184999942779541,11.770000457763672,511700.0
2005-02-18,984.0999755859375,969.1300048828125,984.0999755859375,967.0399780273438,1201.5899658203125,1012.2999877929688,4.260000228881836,11.180000305175781,543700.0
2005-02-21,988.7100219726562,992.4600219726562,992.4600219726562,982.9600219726562,1201.5899658203125,1023.0599975585938,4.260000228881836,11.180000305175781,629100.0
2005-02-22,977.7999877929688,988.6300048828125,990.6199951171875,975.5700073242188,1184.1600341796875,1003.0999755859375,4.284999847412109,13.140000343322754,631000.0
2005-02-23,968.4299926757812,968.1599731445312,971.7100219726562,963.9000244140625,1190.800048828125,1003.9600219726562,4.26800012588501,12.390000343322754,483600.0
2005-02-24,987.0999755859375,972.9500122070312,989.27001953125,971.5399780273438,1200.199951171875,1006.3599853515625,4.281000137329102,11.569999694824219,581300.0
2005-02-25,996.9500122070312,994.010009765625,1000.260009765625,990.2000122070312,1211.3699951171875,1007.7999877929688,4.271999835968018,11.489999771118164,531400.0
2005-02-28,1011.3599853515625,1003.6500244140625,1011.6500244140625,999.0999755859375,1203.5999755859375,1003.7999877929688,4.359000205993652,12.079999923706055,534100.0
2005-03-01,1011.3599853515625,1003.6500244140625,1011.6500244140625,999.0999755859375,1210.4100341796875,992.9400024414062,4.372000217437744,12.039999961853027,0.0
2005-03-02,1007.47998046875,1015.1599731445312,1015.510009765625,1003.1099853515625,1210.0799560546875,1006.3599853515625,4.379000186920166,12.5,721300.0
2005-03-03,1010.9199829101562,1008.219970703125,1015.280029296875,999.8599853515625,1210.469970703125,1005.7999877929688,4.382999897003174,12.930000305175781,615900.0
2005-03-04,1012.9600219726562,1013.7899780273438,1016.1799926757812,1007.6799926757812,1222.1199951171875,1007.7000122070312,4.309999942779541,11.9399995803833,587300.0
2005-03-07,1007.5,1021.6300048828125,1025.0799560546875,998.8900146484375,1225.31005859375,1004.4000244140625,4.303999900817871,12.260000228881836,599500.0
2005-03-08,1000.280029296875,1010.6199951171875,1012.4000244140625,995.9199829101562,1219.4300537109375,1003.7999877929688,4.375,12.399999618530273,588700.0
2005-03-09,1008.7899780273438,996.8599853515625,1008.7899780273438,990.4400024414062,1207.010009765625,1000.9000244140625,4.513999938964844,12.699999809265137,532600.0
2005-03-10,998.6599731445312,1007.2100219726562,1012.8099975585938,998.6599731445312,1209.25,1000.0,4.459000110626221,12.489999771118164,591300.0
2005-03-11,1022.7899780273438,1006.5,1022.7899780273438,1006.5,1200.0799560546875,997.1799926757812,4.534999847412109,12.800000190734863,699400.0
2005-03-14,1019.6900024414062,1018.3300170898438,1021.2999877929688,1015.1699829101562,1206.8299560546875,1000.2999877929688,4.515999794006348,12.390000343322754,550400.0
2005-03-15,993.1300048828125,1024.0799560546875,1024.3399658203125,992.4600219726562,1197.75,1003.7000122070312,4.541999816894531,13.149999618530273,741300.0
2005-03-16,993.1300048828125,990.5399780273438,997.5700073242188,982.219970703125,1188.0699462890625,1003.8099975585938,4.51800012588501,13.489999771118164,669600.0
2005-03-17,980.0499877929688,983.52001953125,988.3699951171875,972.9000244140625,1190.2099609375,1000.7000122070312,4.46999979019165,13.289999961853027,745000.0
2005-03-18,979.719970703125,981.1300048828125,988.3699951171875,977.2899780273438,1189.6500244140625,1003.7000122070312,4.511000156402588,13.140000343322754,664800.0
2005-03-21,979.27001953125,979.3099975585938,986.8800048828125,968.9500122070312,1183.780029296875,1009.0,4.525000095367432,13.609999656677246,530900.0
2005-03-22,980.4099731445312,978.0900268554688,986.1500244140625,972.9400024414062,1171.7099609375,1009.4000244140625,4.610000133514404,14.270000457763672,520600.0
2005-03-23,966.8099975585938,974.219970703125,980.6500244140625,964.0800170898438,1172.530029296875,1012.0,4.60699987411499,14.0600004196167,519700.0
2005-03-24,956.3300170898438,970.2899780273438,972.8499755859375,949.97998046875,1171.4200439453125,1013.0,4.591000080108643,13.420000076293945,542400.0
2005-03-25,965.2999877929688,960.6500244140625,965.4199829101562,956.4500122070312,1171.4200439453125,1014.0,4.591000080108643,13.420000076293945,594100.0
2005-03-28,977.7000122070312,969.47998046875,981.5399780273438,969.47998046875,1174.280029296875,1018.0,4.624000072479248,13.75,607900.0
2005-03-29,958.9600219726562,977.97998046875,978.469970703125,956.3400268554688,1165.3599853515625,1019.0,4.591000080108643,14.489999771118164,524500.0
2005-03-30,955.4500122070312,952.4000244140625,957.0800170898438,946.4099731445312,1181.4100341796875,1024.0,4.558000087738037,13.640000343322754,443000.0
2005-03-31,965.6799926757812,969.8499755859375,970.3800048828125,961.5399780273438,1180.5899658203125,1017.0,4.495999813079834,14.020000457763672,435300.0
2005-04-01,981.9000244140625,963.780029296875,982.489990234375,963.5700073242188,1172.9200439453125,1011.7999877929688,4.451000213623047,14.09000015258789,480900.0
2005-04-04,982.5,981.0,984.0900268554688,976.280029296875,1176.1199951171875,1017.0,4.455999851226807,14.109999656677246,458800.0
2005-04-05,982.5,981.0,984.0900268554688,976.280029296875,1181.3900146484375,1017.0,4.46999979019165,13.680000305175781,0.0
2005-04-06,988.0,985.6500244140625,990.3400268554688,975.280029296875,1184.0699462890625,1012.0,4.435999870300293,13.149999618530273,473800.0
2005-04-07,988.9000244140625,991.3599853515625,993.030029296875,985.8699951171875,1191.1400146484375,1011.7000122070312,4.4720001220703125,12.329999923706055,571300.0
2005-04-08,992.1699829101562,995.8699951171875,996.9000244140625,989.5599975585938,1181.199951171875,1001.9000244140625,4.491000175476074,12.619999885559082,489900.0
2005-04-11,985.9400024414062,988.2100219726562,988.5,981.739990234375,1181.2099609375,1012.7999877929688,4.445000171661377,11.979999542236328,411800.0
2005-04-12,981.7899780273438,982.4400024414062,985.989990234375,979.72998046875,1187.760009765625,1015.0,4.360000133514404,11.300000190734863,477500.0
2005-04-13,981.3099975585938,985.8200073242188,986.8200073242188,979.3099975585938,1173.7900390625,1011.0,4.374000072479248,13.3100004196167,438100.0
2005-04-14,953.9199829101562,973.4000244140625,973.8599853515625,953.9199829101562,1162.050048828125,1017.7000122070312,4.357999801635742,14.529999732971191,419600.0
2005-04-15,947.219970703125,954.6099853515625,955.3800048828125,940.0399780273438,1142.6199951171875,1017.2999877929688,4.270999908447266,17.739999771118164,378300.0
2005-04-18,925.0,930.8499755859375,934.3699951171875,917.4099731445312,1145.97998046875,1016.7000122070312,4.249000072479248,16.559999465942383,367600.0
2005-04-19,932.4500122070312,931.5999755859375,936.7000122070312,928.77001953125,1152.780029296875,1010.0,4.203000068664551,14.960000038146973,360800.0
2005-04-20,937.3599853515625,940.3599853515625,948.72998046875,930.0599975585938,1137.5,1005.0,4.210999965667725,16.920000076293945,410500.0
2005-04-21,939.1400146484375,925.1699829101562,941.6300048828125,916.739990234375,1159.949951171875,1008.0,4.300000190734863,14.40999984741211,443300.0
2005-04-22,940.7899780273438,952.7999877929688,952.9600219726562,940.780029296875,1152.1199951171875,999.6900024414062,4.255000114440918,15.380000114440918,438300.0
2005-04-25,946.1699829101562,936.25,946.8699951171875,932.760009765625,1162.0999755859375,998.9000244140625,4.250999927520752,14.619999885559082,387300.0
2005-04-26,944.4600219726562,947.3099975585938,949.3300170898438,944.2999877929688,1151.8299560546875,998.3400268554688,4.267000198364258,14.90999984741211,429900.0
2005-04-27,930.1599731445312,936.3400268554688,936.3699951171875,924.4400024414062,1156.3800048828125,1000.7999877929688,4.236999988555908,14.869999885559082,398200.0
2005-04-28,917.72998046875,931.3400268554688,931.9600219726562,917.7100219726562,1143.219970703125,1001.5999755859375,4.172999858856201,16.860000610351562,369800.0
2005-04-29,911.2999877929688,907.6300048828125,914.25,902.8800048828125,1156.8499755859375,996.6599731445312,4.201000213623047,15.3100004196167,335600.0
2005-05-02,918.4199829101562,916.47998046875,918.4500122070312,912.4299926757812,1162.1600341796875,1000.7999877929688,4.193999767303467,15.119999885559082,298900.0
2005-05-03,913.8200073242188,920.9400024414062,923.530029296875,911.1400146484375,1161.1700439453125,1002.0,4.185999870300293,14.529999732971191,373000.0
2005-05-04,929.3499755859375,916.2899780273438,931.1900024414062,916.2899780273438,1175.6500244140625,994.7100219726562,4.185999870300293,13.850000381469727,330700.0
2005-05-05,929.3499755859375,916.2899780273438,931.1900024414062,916.2899780273438,1172.6300048828125,999.5,4.1620001792907715,13.979999542236328,0.0
2005-05-06,940.8499755859375,933.3800048828125,942.6699829101562,933.239990234375,1171.3499755859375,1001.7000122070312,4.265999794006348,14.050000190734863,314700.0
2005-05-09,935.2000122070312,942.010009765625,942.3200073242188,926.47998046875,1178.8399658203125,1000.9000244140625,4.2779998779296875,13.75,362500.0
2005-05-10,934.280029296875,939.1799926757812,941.4500122070312,933.5599975585938,1166.219970703125,999.0,4.2220001220703125,14.90999984741211,347700.0
2005-05-11,923.3800048828125,927.3099975585938,928.4299926757812,921.010009765625,1171.1099853515625,996.6799926757812,4.202000141143799,14.449999809265137,268600.0
2005-05-12,921.2100219726562,923.260009765625,928.8699951171875,921.2100219726562,1159.3599853515625,999.0,4.184000015258789,16.1200008392334,307800.0
2005-05-13,923.1900024414062,918.77001953125,925.0800170898438,910.719970703125,1154.050048828125,993.0999755859375,4.120999813079834,16.31999969482422,295700.0
2005-05-16,929.0399780273438,925.4099731445312,935.530029296875,925.0499877929688,1165.68994140625,1006.7999877929688,4.125,15.680000305175781,405500.0
2005-05-17,927.1599731445312,938.27001953125,940.7999877929688,921.77001953125,1173.800048828125,998.9299926757812,4.117000102996826,14.569999694824219,288200.0
2005-05-18,930.3599853515625,935.1799926757812,937.0,926.969970703125,1185.56005859375,1004.9600219726562,4.067999839782715,13.630000114440918,333300.0
2005-05-19,952.0900268554688,941.3099975585938,952.739990234375,941.3099975585938,1191.0799560546875,1003.7999877929688,4.107999801635742,13.319999694824219,366600.0
2005-05-20,952.1900024414062,954.6599731445312,956.0599975585938,948.3800048828125,1189.280029296875,1007.5999755859375,4.125,13.140000343322754,341200.0
2005-05-23,951.0499877929688,955.0499877929688,955.0499877929688,946.7999877929688,1193.8599853515625,1004.0,4.072000026702881,12.949999809265137,315700.0
2005-05-24,951.6099853515625,954.9199829101562,955.7100219726562,947.5900268554688,1194.0699462890625,996.0,4.0370001792907715,12.6899995803833,321200.0
2005-05-25,941.2999877929688,951.3699951171875,955.739990234375,939.6500244140625,1190.010009765625,1000.9000244140625,4.072000026702881,12.579999923706055,279800.0
2005-05-26,943.9099731445312,940.7100219726562,943.9400024414062,938.8800048828125,1197.6199951171875,1001.0999755859375,4.080999851226807,12.239999771118164,264500.0
2005-05-27,960.9099731445312,953.7999877929688,962.9000244140625,950.739990234375,1198.780029296875,999.3200073242188,4.072999954223633,12.149999618530273,303200.0
2005-05-30,969.0399780273438,962.25,969.0399780273438,959.97998046875,1198.780029296875,1002.2000122070312,4.072999954223633,12.149999618530273,299300.0
2005-05-31,970.2100219726562,968.780029296875,972.1699829101562,960.3900146484375,1191.5,1007.0,4.00600004196167,13.289999961853027,252400.0
2005-06-01,969.510009765625,964.0800170898438,972.5599975585938,963.780029296875,1202.219970703125,1014.7000122070312,3.9070000648498535,12.359999656677246,256700.0
2005-06-02,970.8800048828125,976.969970703125,979.3599853515625,970.8800048828125,1204.2900390625,1012.7999877929688,3.890000104904175,11.84000015258789,312300.0
2005-06-03,976.0900268554688,972.719970703125,976.0900268554688,970.010009765625,1196.02001953125,1007.7000122070312,3.9790000915527344,12.149999618530273,323000.0
2005-06-06,976.0900268554688,972.719970703125,976.0900268554688,970.010009765625,1197.510009765625,1004.5,3.9619998931884766,12.279999732971191,0.0
2005-06-07,970.8800048828125,975.3900146484375,975.3900146484375,968.280029296875,1197.260009765625,1004.0,3.9110000133514404,12.390000343322754,317600.0
2005-06-08,976.219970703125,968.4400024414062,977.5499877929688,968.3599853515625,1194.6700439453125,1005.7999877929688,3.940000057220459,12.699999809265137,340300.0
2005-06-09,987.5800170898438,972.75,987.5800170898438,970.969970703125,1200.9300537109375,1003.0,3.9649999141693115,12.079999923706055,453800.0
2005-06-10,990.7899780273438,987.02001953125,994.9000244140625,983.760009765625,1198.1099853515625,1007.7000122070312,4.046999931335449,11.960000038146973,517800.0
2005-06-13,990.489990234375,993.1400146484375,999.3599853515625,989.760009765625,1200.8199462890625,1017.0,4.085999965667725,11.649999618530273,405800.0
2005-06-14,983.75,989.6500244140625,994.0700073242188,982.5900268554688,1203.9100341796875,1015.0,4.126999855041504,11.789999961853027,345800.0
2005-06-15,1001.9400024414062,984.5800170898438,1001.9400024414062,981.9500122070312,1206.5799560546875,1013.0,4.114999771118164,11.460000038146973,402700.0
2005-06-16,1003.1400146484375,1000.7100219726562,1006.3200073242188,999.530029296875,1210.9599609375,1013.7999877929688,4.076000213623047,11.149999618530273,475100.0
2005-06-17,1003.6799926757812,1006.6500244140625,1007.2000122070312,997.4400024414062,1216.9599609375,1008.5999755859375,4.078000068664551,11.479999542236328,451300.0
2005-06-20,994.6500244140625,1003.7999877929688,1004.2100219726562,991.469970703125,1216.0999755859375,1009.7000122070312,4.103000164031982,11.470000267028809,367200.0
2005-06-21,989.989990234375,992.25,997.7999877929688,986.6099853515625,1213.6099853515625,1007.7000122070312,4.048999786376953,11.079999923706055,408200.0
2005-06-22,1002.1500244140625,988.4600219726562,1003.3400268554688,986.6400146484375,1213.8800048828125,1010.0,3.944999933242798,11.050000190734863,534700.0
2005-06-23,1010.7999877929688,1002.239990234375,1010.9099731445312,1001.1300048828125,1200.72998046875,1010.2999877929688,3.9590001106262207,12.130000114440918,449200.0
2005-06-24,1002.4299926757812,1001.6199951171875,1007.9500122070312,995.5499877929688,1191.5699462890625,1012.5999755859375,3.9140000343322754,12.180000305175781,406100.0
2005-06-27,991.1099853515625,996.72998046875,997.7100219726562,985.9299926757812,1190.68994140625,1012.9000244140625,3.9019999504089355,12.520000457763672,401800.0
2005-06-28,994.739990234375,989.5399780273438,995.4500122070312,987.780029296875,1201.5699462890625,1023.0,3.9760000705718994,11.579999923706055,430600.0
2005-06-29,999.0800170898438,1000.27001953125,1006.1900024414062,994.2899780273438,1199.8499755859375,1030.300048828125,3.990000009536743,11.770000457763672,408300.0
2005-06-30,1008.1599731445312,997.5900268554688,1009.9600219726562,997.5900268554688,1191.3299560546875,1033.800048828125,3.944999933242798,12.039999961853027,507100.0
2005-07-01,1018.02001953125,1003.5599975585938,1018.0399780273438,1002.3800048828125,1194.43994140625,1031.0,4.048999786376953,11.399999618530273,494700.0
2005-07-04,1021.7100219726562,1022.6699829101562,1024.050048828125,1018.5399780273438,1194.43994140625,1043.300048828125,4.048999786376953,11.399999618530273,552700.0
2005-07-05,1018.8099975585938,1023.3200073242188,1025.25,1017.27001953125,1204.989990234375,1049.0,4.098999977111816,11.680000305175781,568700.0
2005-07-06,1019.010009765625,1023.77001953125,1025.239990234375,1015.9400024414062,1194.93994140625,1054.0,4.074999809265137,12.270000457763672,688000.0
2005-07-07,1026.8199462890625,1015.760009765625,1029.199951171875,1014.8599853515625,1197.8699951171875,1050.699951171875,4.031000137329102,12.489999771118164,677400.0
2005-07-08,1021.9500122070312,1027.0899658203125,1029.3699951171875,1020.4500122070312,1211.8599853515625,1054.300048828125,4.109000205993652,11.449999809265137,614200.0
2005-07-11,1040.4300537109375,1034.5899658203125,1043.1800537109375,1033.280029296875,1219.43994140625,1039.4000244140625,4.1020002365112305,11.279999732971191,770500.0
2005-07-12,1043.8800048828125,1048.43994140625,1051.280029296875,1042.6700439453125,1222.2099609375,1035.0,4.140999794006348,10.949999809265137,781400.0
2005-07-13,1050.1600341796875,1047.530029296875,1050.780029296875,1042.18994140625,1223.2900390625,1036.0,4.163000106811523,10.84000015258789,744600.0
2005-07-14,1061.9300537109375,1056.0,1064.9200439453125,1052.52001953125,1226.5,1033.699951171875,4.179999828338623,10.8100004196167,599000.0
2005-07-15,1059.5999755859375,1065.0899658203125,1066.969970703125,1057.489990234375,1227.9200439453125,1037.800048828125,4.175000190734863,10.329999923706055,567800.0
2005-07-18,1062.4300537109375,1061.7099609375,1068.510009765625,1057.030029296875,1221.1300048828125,1033.0,4.2230000495910645,10.770000457763672,500600.0
2005-07-19,1075.47998046875,1062.3199462890625,1075.510009765625,1062.1500244140625,1229.3499755859375,1043.9000244140625,4.189000129699707,10.449999809265137,547700.0
2005-07-20,1074.4000244140625,1077.2900390625,1086.949951171875,1068.6500244140625,1235.199951171875,1039.7099609375,4.177000045776367,10.229999542236328,967800.0
2005-07-21,1074.6500244140625,1083.550048828125,1086.0,1068.489990234375,1227.0400390625,1039.7099609375,4.2820000648498535,10.970000267028809,701800.0
2005-07-22,1074.219970703125,1067.5,1076.699951171875,1063.1199951171875,1233.6800537109375,1021.2999877929688,4.2230000495910645,10.520000457763672,684900.0
2005-07-25,1089.699951171875,1075.5,1089.9599609375,1073.6600341796875,1229.030029296875,1017.0,4.247000217437744,11.100000381469727,637500.0
2005-07-26,1090.5999755859375,1089.9599609375,1094.8199462890625,1085.8699951171875,1231.1600341796875,1024.699951171875,4.238999843597412,10.989999771118164,695000.0
2005-07-27,1093.030029296875,1092.9100341796875,1098.6700439453125,1084.1199951171875,1236.7900390625,1030.699951171875,4.261000156402588,10.359999656677246,630500.0
2005-07-28,1104.719970703125,1101.8399658203125,1106.43994140625,1097.3800048828125,1243.719970703125,1027.699951171875,4.196000099182129,10.520000457763672,651300.0
2005-07-29,1111.2900390625,1113.4300537109375,1113.4300537109375,1101.3699951171875,1234.1800537109375,1023.0,4.285999774932861,11.569999694824219,546000.0
2005-08-01,1115.97998046875,1113.9000244140625,1116.75,1107.780029296875,1235.3499755859375,1017.0,4.318999767303467,12.079999923706055,501100.0
2005-08-02,1118.8299560546875,1117.2099609375,1118.8499755859375,1110.31005859375,1244.1199951171875,1010.7000122070312,4.335999965667725,11.75,565900.0
2005-08-03,1117.1099853515625,1126.9200439453125,1129.9200439453125,1116.949951171875,1245.0400390625,1016.0,4.300000190734863,11.829999923706055,656500.0
2005-08-04,1111.3900146484375,1119.760009765625,1122.4599609375,1105.0999755859375,1235.8599853515625,1017.0,4.318999767303467,12.520000457763672,679100.0
2005-08-05,1089.3599853515625,1098.56005859375,1101.1500244140625,1084.22998046875,1226.4200439453125,1012.7999877929688,4.392000198364258,12.479999542236328,556900.0
2005-08-08,1086.6400146484375,1081.68994140625,1088.52001953125,1079.6300048828125,1223.1300048828125,1016.7000122070312,4.419000148773193,13.210000038146973,390200.0
2005-08-09,1099.77001953125,1082.760009765625,1099.7900390625,1079.530029296875,1231.3800048828125,1014.0,4.394000053405762,12.399999618530273,462100.0
2005-08-10,1104.8599853515625,1103.6099853515625,1114.4000244140625,1100.199951171875,1229.1300048828125,1017.0,4.4039998054504395,12.380000114440918,448500.0
2005-08-11,1123.77001953125,1104.68994140625,1123.77001953125,1104.3499755859375,1237.81005859375,1011.0,4.334000110626221,12.420000076293945,438900.0
2005-08-12,1130.219970703125,1127.3900146484375,1131.969970703125,1120.3900146484375,1230.3900146484375,1012.2999877929688,4.23799991607666,12.739999771118164,409300.0
2005-08-15,1130.219970703125,1127.3900146484375,1131.969970703125,1120.3900146484375,1233.8699951171875,1017.0,4.269999980926514,12.260000228881836,0.0
2005-08-16,1116.9300537109375,1131.719970703125,1137.4599609375,1115.8499755859375,1219.3399658203125,1018.0,4.2270002365112305,13.520000457763672,407800.0
2005-08-17,1113.25,1107.27001953125,1114.4200439453125,1100.6800537109375,1220.239990234375,1005.5999755859375,4.2729997634887695,13.300000190734863,452700.0
2005-08-18,1092.7099609375,1115.489990234375,1115.8199462890625,1092.3699951171875,1219.02001953125,1017.0,4.216000080108643,13.420000076293945,439400.0
2005-08-19,1089.8800048828125,1088.1500244140625,1092.5799560546875,1078.530029296875,1219.7099609375,1021.9000244140625,4.210999965667725,13.420000076293945,398100.0
2005-08-22,1116.6800537109375,1095.239990234375,1116.6800537109375,1091.760009765625,1221.72998046875,1017.0,4.218999862670898,13.420000076293945,383400.0
2005-08-23,1115.8399658203125,1118.1700439453125,1121.8900146484375,1108.5899658203125,1217.5899658203125,1026.199951171875,4.186999797821045,13.34000015258789,367000.0
2005-08-24,1094.2099609375,1111.9000244140625,1111.9100341796875,1088.739990234375,1209.5899658203125,1027.4000244140625,4.178999900817871,14.170000076293945,339700.0
2005-08-25,1097.2900390625,1085.5400390625,1104.25,1079.1400146484375,1212.3699951171875,1026.699951171875,4.159999847412109,13.729999542236328,337900.0
2005-08-26,1086.550048828125,1097.550048828125,1103.739990234375,1086.530029296875,1205.0999755859375,1031.0999755859375,4.189000129699707,13.720000267028809,385600.0
2005-08-29,1063.1600341796875,1068.1400146484375,1073.3699951171875,1059.2099609375,1212.280029296875,1026.0999755859375,4.172999858856201,13.520000457763672,369400.0
2005-08-30,1072.6099853515625,1074.6300048828125,1078.4200439453125,1055.5400390625,1208.4100341796875,1033.0,4.090000152587891,13.649999618530273,331600.0
2005-08-31,1083.3299560546875,1068.8900146484375,1085.1400146484375,1067.300048828125,1220.3299560546875,1039.5,4.019999980926514,12.600000381469727,344600.0
2005-09-01,1106.3699951171875,1093.469970703125,1106.3699951171875,1092.1400146484375,1221.5899658203125,1019.7000122070312,4.019000053405762,13.149999618530273,401800.0
2005-09-02,1115.8299560546875,1110.1099853515625,1118.8699951171875,1108.949951171875,1218.02001953125,1027.199951171875,4.0289998054504395,13.569999694824219,362100.0
2005-09-05,1114.5,1120.3199462890625,1121.8399658203125,1111.949951171875,1218.02001953125,1023.4000244140625,4.0289998054504395,13.569999694824219,337200.0
2005-09-06,1122.6500244140625,1120.1099853515625,1135.530029296875,1119.219970703125,1233.3900146484375,1026.5,4.085000038146973,12.930000305175781,494900.0
2005-09-07,1142.989990234375,1136.25,1143.0,1132.8199462890625,1236.3599853515625,1018.9000244140625,4.138000011444092,12.520000457763672,414600.0
2005-09-08,1145.260009765625,1152.6800537109375,1153.6300048828125,1135.780029296875,1231.6700439453125,1027.5,4.138999938964844,12.930000305175781,464500.0
2005-09-09,1152.5,1145.47998046875,1152.510009765625,1139.1400146484375,1241.47998046875,1026.0999755859375,4.123000144958496,11.979999542236328,373900.0
2005-09-12,1158.3599853515625,1158.0899658203125,1166.800048828125,1156.68994140625,1240.56005859375,1015.2000122070312,4.169000148773193,11.649999618530273,487800.0
2005-09-13,1158.1199951171875,1160.27001953125,1166.219970703125,1150.760009765625,1231.199951171875,1025.300048828125,4.133999824523926,12.390000343322754,379800.0
2005-09-14,1170.77001953125,1154.72998046875,1170.77001953125,1152.6099853515625,1227.1600341796875,1025.4000244140625,4.168000221252441,12.90999984741211,532400.0
